# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-a" "annotations/Homo_sapiens.GRCh38.chrX.gtf" "-o" "alignments/counts.txt" "alignments/SRR5223500Aligned.sortedByCoord.out.bam" "alignments/SRR5223505Aligned.sortedByCoord.out.bam" "alignments/SRR5223522Aligned.sortedByCoord.out.bam" "alignments/SRR5223543Aligned.sortedByCoord.out.bam" "alignments/SRR5223547Aligned.sortedByCoord.out.bam" "alignments/SRR5223570Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/SRR5223500Aligned.sortedByCoord.out.bam	alignments/SRR5223505Aligned.sortedByCoord.out.bam	alignments/SRR5223522Aligned.sortedByCoord.out.bam	alignments/SRR5223543Aligned.sortedByCoord.out.bam	alignments/SRR5223547Aligned.sortedByCoord.out.bam	alignments/SRR5223570Aligned.sortedByCoord.out.bam
ENSG00000188158	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	17375200;17375420;17635293;17635293;17656139;17686782;17687742;17687742;17687742;17687742;17687742;17692335;17692335;17692335;17692335;17692335;17719263;17719344;17719344;17719344;17720094;17721441;17721441;17721441;17721441;17721441;17721441;17721441;17724299;17724299;17724299;17724299;17724299;17724299;17725150;17725347;17725347;17725347;17725347;17725347;17725347;17728649;17728649;17728649;17728649;17728649;17731858;17731858;17731858;17731858;17731858;17731858	17376322;17376322;17635600;17635600;17656364;17687894;17687894;17687894;17687894;17687894;17687894;17692468;17692468;17692468;17692468;17692468;17719406;17719406;17719406;17719406;17720223;17724430;17721633;17721633;17721633;17721633;17721633;17721633;17724430;17724370;17724430;17724430;17724430;17724430;17728775;17725930;17728328;17728328;17728328;17728328;17728328;17728775;17728775;17728775;17728775;17728775;17732108;17735978;17735991;17735978;17735994;17735994	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13931	97	134	41	296	377	25
ENSG00000227645	X	78763226	78763899	+	674	998	664	500	934	816	152
ENSG00000147145	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	78747709;78747720;78747728;78747731;78748963;78750174;78750174;78750174;78750730;78750730;78751210;78751210;78751210;78754791;78754791;78754791	78748034;78748034;78748034;78748034;78749230;78750223;78750223;78750223;78750792;78750792;78751311;78751311;78751294;78755006;78758714;78757094	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4733	0	0	0	0	1	0
ENSG00000214961	X	134272287	134273658	+	1372	92	48	56	86	76	18
ENSG00000156531	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	134373288;134373290;134373300;134373312;134373312;134373312;134373320;134373327;134373334;134373341;134373341;134373373;134377572;134377572;134377572;134377572;134377572;134377572;134377572;134377572;134377572;134377572;134377572;134377572;134378005;134378005;134378005;134378005;134378005;134378005;134378005;134378005;134378005;134378005;134381515;134382857;134385183;134393501;134393501;134393501;134393501;134393501;134393501;134393501;134393501;134393501;134393501;134393501;134393909;134393909;134393909;134393909;134393909;134393909;134393909;134393909;134393909;134393909;134393909;134394161;134413488;134413488;134413488;134413488;134413491;134413491;134413491;134413491;134413491;134413491;134413823;134413823;134413823;134413823;134413823;134413823;134413823;134413823;134413823;134413823;134415016;134415016;134415016;134415016;134415016;134415016;134415016;134415016;134415016;134415016;134417169;134417169;134417169;134417169;134417169;134417169;134417169;134417169;134417169;134425201;134425201;134425201;134425201;134425201;134425201;134425201;134425201;134425661;134425661;134425661;134426162	134373467;134373467;134373467;134373467;134373467;134373467;134373467;134373467;134373467;134373467;134373467;134373467;134377755;134377755;134377755;134377755;134377755;134377755;134377755;134377755;134377755;134377755;134377755;134377755;134378106;134378106;134378106;134378106;134378106;134378106;134378106;134378106;134378106;134378106;134381589;134383060;134390310;134393634;134393634;134393634;134393634;134393634;134393634;134393634;134393634;134393634;134393634;134393634;134393952;134393952;134393952;134393952;134393952;134393952;134393952;134393952;134393952;134397098;134393952;134394228;134413657;134413657;134413657;134413657;134413657;134413657;134413657;134413657;134413657;134413657;134413966;134413966;134413966;134413966;134413966;134413966;134413966;134413966;134413966;134413966;134415292;134415120;134415120;134415120;134415120;134415120;134415120;134415120;134415120;134415120;134417302;134417302;134417302;134420323;134417302;134417302;134417302;134417302;134417302;134428749;134428768;134425330;134425330;134425330;134428789;134428749;134425330;134428791;134428790;134428775;134428768	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	16534	355	301	217	308	390	70
ENSG00000165704	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	134460165;134460351;134473359;134473359;134473374;134475181;134475181;134475181;134486465;134486465;134486465;134490188;134490188;134490188;134493508;134493508;134493508;134498390;134498390;134498390;134498608;134498608;134498608;134500030;134520482	134460338;134460535;134473465;134473465;134473465;134475364;134475364;134475364;134486530;134486530;134486530;134490205;134490205;134490205;134493590;134493590;134493590;134498436;134498436;134498436;134498684;134498641;134498684;134500668;134520513	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1612	148	139	80	90	150	16
ENSG00000226107	X	134522702	134522990	+	289	0	2	0	2	0	0
ENSG00000216001	X	134540185	134540262	-	78	0	0	0	0	0	0
ENSG00000199132	X	134540341	134540431	-	91	0	0	0	0	0	0
ENSG00000207755	X	134540508	134540607	-	100	0	0	0	0	0	0
ENSG00000207784	X	134541341	134541437	-	97	0	0	0	0	0	0
ENSG00000208005	X	134546328	134546398	-	71	0	0	0	0	0	0
ENSG00000284231	X	134546614	134546711	-	98	0	0	0	0	0	0
ENSG00000170965	X;X;X;X;X;X;X;X;X;X;X;X	134565838;134565877;134566510;134601557;134602051;134602051;134602051;134658328;134733435;134733435;134764234;134764234	134566740;134566740;134566740;134602122;134602122;134602122;134602122;134658471;134733636;134733519;134764322;134764263	-;-;-;-;-;-;-;-;-;-;-;-	1904	0	0	0	0	0	0
ENSG00000235813	X;X;X;X	134599457;134600884;134604478;134605581	134599527;134600978;134604575;134606254	+;+;+;+	938	2	0	0	0	0	0
ENSG00000236509	X	134607157	134607632	+	476	2	0	0	4	2	0
ENSG00000237432	X	134650830	134651411	+	582	322	340	340	358	342	76
ENSG00000199920	X	134760208	134760348	-	141	0	0	0	0	2	0
ENSG00000156504	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	134769566;134769566;134769567;134771096;134771574;134771897;134772079;134772101;134772143;134781821;134781821;134781821;134781821;134781821;134781821;134781821;134781821;134785886;134785886;134785886;134785886;134785886;134785886;134785886;134785886;134787472;134787472;134787472;134787472;134787472;134787472;134787472;134787472;134788730;134788730;134788730;134788730;134788730;134788730;134788730;134788730;134789085;134789085;134789085;134789085;134789085;134789085;134789085;134789085;134789223;134789223;134789223;134789223;134789223;134789223;134789580;134789580;134789580;134789580;134793815;134793815;134793815;134793815;134793815;134793815;134796108;134796108;134796108;134796108;134796108;134796108;134797121;134797121;134797121	134772283;134772283;134771354;134771354;134772283;134772283;134772283;134772283;134772283;134781917;134781917;134781917;134781917;134781917;134781917;134781917;134781917;134785950;134785947;134785950;134785950;134785947;134785947;134785950;134785947;134787533;134787533;134787533;134787533;134787533;134787533;134787533;134787533;134788831;134788831;134788831;134788831;134788831;134788831;134788831;134788831;134789139;134789139;134789104;134789139;134789104;134789139;134789139;134789139;134789266;134789266;134789266;134789266;134789266;134789266;134789636;134789636;134789636;134789636;134793893;134793893;134793893;134793893;134793893;134793893;134796355;134796355;134796274;134796355;134797205;134797134;134797187;134797187;134797232	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4404	192	127	140	161	173	33
ENSG00000235916	X	53825887	53826309	+	423	64	64	24	64	72	10
ENSG00000201618	X	53909054	53909161	+	108	0	0	0	0	0	0
ENSG00000172943	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	53936676;53936680;53936694;53936694;53936694;53936694;53936694;53937498;53939162;53940180;53940180;53940180;53940180;53940180;53940180;53940180;53940180;53940369;53942618;53943256;53944134;53944134;53944134;53944134;53944134;53944134;53944134;53944134;53944134;53944134;53944134;53962844;53962844;53962844;53962844;53962844;53962844;53962844;53962844;53962844;53962844;53984914;53984914;53984914;53984914;53984914;53984914;53984914;53984914;53984914;53985745;53985816;53985816;53985816;53985816;53985816;53985816;53985907;53987078;53987078;53987078;53987078;53987078;53987078;53987078;53987078;53987078;53987766;53987766;53987766;53987766;53987766;53987766;53987766;53987766;53987766;53987787;53992736;53992736;53992736;53992736;53992736;53992736;53992736;53992736;53992736;53992736;53992794;53992802;53993601;53993601;53993601;53993601;53993601;53993601;53993601;53993601;53995131;53995693;53995693;53995693;53995693;53995693;53995693;53995693;53995693;53995693;53995693;53995693;53998155;53999487;53999870;53999870;53999870;53999870;53999870;53999870;53999870;53999870;53999870;53999870;53999870;54002155;54002155;54002155;54002155;54002155;54002155;54002155;54002155;54002155;54002155;54002155;54002155;54002595;54002595;54002595;54002595;54002595;54002595;54002595;54002595;54002595;54002595;54002595;54002595;54011122;54011122;54011122;54011122;54011122;54011122;54011122;54011122;54011122;54011122;54011122;54014377;54014377;54014377;54014377;54014377;54014377;54014377;54014377;54014377;54016595;54016595;54016595;54016595;54016595;54016595;54016595;54017661;54017661;54017661;54017661;54017661;54017661;54017661;54017737;54017770;54017771;54017779;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022259;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54022758;54039630;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042631;54042908;54043058;54043111;54043762;54043762;54043812;54043812;54044875;54044875;54044875;54048905;54048905	53939246;53939246;53939246;53939246;53939246;53939246;53939246;53938059;53939246;53940516;53940516;53940516;53940516;53940516;53940516;53940516;53940516;53940516;53943402;53943402;53944243;53944243;53944243;53944564;53944243;53944243;53944243;53944243;53944243;53944243;53944243;53962939;53962939;53962939;53962939;53962939;53962939;53962939;53963049;53962939;53962939;53985227;53985227;53985227;53985949;53985949;53985227;53985227;53985227;53985227;53985784;53985949;53985949;53985949;53985949;53985949;53985949;53985949;53987163;53987163;53987163;53987163;53987163;53987163;53987163;53987163;53987163;53987944;53987944;53987944;53987944;53987944;53987944;53987944;53987944;53987944;53987944;53993009;53992839;53992839;53992839;53992839;53992839;53992839;53992839;53992839;53992839;53992839;53992839;53993903;53993903;53993903;53993903;53993903;53993903;53993903;53993903;53995205;53995782;53995782;53995782;53995782;53995782;53995782;53995782;53995782;53995782;53995782;53995782;53998286;53999961;53999961;53999961;53999961;53999961;53999961;53999961;53999961;53999961;53999961;53999961;53999961;54002261;54002261;54002261;54002261;54002261;54002261;54002261;54002261;54002261;54002261;54002261;54002261;54002682;54002682;54002670;54002682;54002682;54002682;54002682;54002682;54002682;54002682;54002682;54002682;54011284;54011203;54011284;54011284;54011284;54011284;54011284;54011284;54011284;54011284;54011284;54014493;54014563;54014449;54014563;54014563;54014563;54014563;54014563;54014563;54016736;54016736;54016736;54016736;54016736;54016736;54016736;54017821;54017821;54017821;54017821;54017821;54017821;54017821;54017821;54017821;54017821;54017821;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022367;54022843;54022843;54022843;54022843;54022843;54022843;54022843;54022843;54022843;54022843;54022843;54022795;54022843;54022843;54040072;54042716;54042820;54042990;54042820;54042820;54042809;54042836;54042820;54042728;54042820;54042820;54042728;54042820;54042820;54042986;54043147;54043194;54043886;54044473;54044062;54044116;54044949;54044949;54045249;54048935;54048958	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10104	378	360	233	291	290	64
ENSG00000184083	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	54068324;54072253;54080232;54080232;54081322;54081322;54085715;54087755;54091312;54091312;54116545;54116545;54132692;54132692;54133773;54133773;54134831;54134831;54135528;54135528;54136491;54136491;54151245;54151245;54157689;54157689;54159370;54159370;54171542;54173789;54182500;54182500;54182500;54182500	54073287;54073287;54080289;54080289;54081460;54081460;54085916;54087964;54091426;54091426;54116794;54116794;54132863;54132863;54134046;54134046;54135111;54135111;54135604;54135604;54136590;54136590;54151373;54151373;54157771;54157771;54159616;54159616;54171899;54174146;54183281;54182778;54183255;54183254	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8799	102	52	60	64	42	10
ENSG00000224949	X	54147372	54147659	+	288	0	0	0	0	0	0
ENSG00000234566	X	54223324	54224062	+	739	516	486	486	458	452	86
ENSG00000188937	X;X;X;X;X;X;X	41447343;41447434;41447849;41472181;41473491;41473491;41473491	41447516;41447926;41447926;41472455;41475710;41475652;41473709	+;+;+;+;+;+;+	3079	4	3	2	3	3	0
ENSG00000269556	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	149596556;149596556;149596556;149596557;149597965;149599554;149599554;149599554;149599554;149599554;149600303;149600303;149600303;149600303;149600303;149600305;149603709;149603987;149603987;149603987;149605155;149606731;149608454;149608627;149608627;149608627;149608627;149608627;149608692;149611287;149611287;149611287;149611287;149611287;149631543;149631543;149631543;149631543;149631543;149631543	149598255;149598255;149598255;149598255;149598255;149599677;149599677;149599677;149599677;149599677;149600479;149600479;149600479;149600479;149602220;149600479;149604070;149604070;149604070;149604070;149605201;149606809;149608834;149608834;149608834;149608829;149608751;149608834;149608834;149611325;149611463;149611463;149611463;149611463;149631912;149631682;149631698;149631720;149631792;149631719	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5158	35	20	19	44	40	2
ENSG00000134597	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	130401987;130402001;130402005;130402255;130402255;130403802;130403802;130403802;130409257;130409257;130411203;130411348;130411348;130412361;130412361	130402037;130402370;130402037;130402370;130402370;130403853;130404450;130403853;130409386;130409386;130411525;130411525;130411524;130412395;130413656	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2782	102	80	62	93	70	14
ENSG00000171659	X;X;X;X;X;X;X;X;X	41688973;41689006;41689051;41689743;41689743;41689746;41695555;41695628;41695628	41689084;41689084;41689084;41689835;41689835;41689835;41697275;41697161;41697273	+;+;+;+;+;+;+;+;+	1926	2	2	2	0	0	0
ENSG00000126733	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	86148451;86148458;86148460;86148621;86184233;86262968;86262968;86376824;86376824;86376824;86514279;86514279;86514279;86514279;86514279;86514279;86651036;86651036;86651036;86651036;86651036;86651036;86695021;86695021;86695021;86695021;86695021;86695021;86714548;86714548;86714548;86714548;86714548;86714548;86714652;86739747;86739747;86739747;86739747;86739747;86739747;86739747;86742643;86812856;86812856;86812856;86812856;86812856;86812856;86812856;86813130;86813130;86813130;86813130;86813130;86813130;86813130;86814688;86814688;86814688;86814688;86814688;86814688;86814688;86816034;86816034;86816034;86816034;86816034;86816034;86816034;86827766;86827766;86832106;86832106;86832106;86832106;86832106;86832106	86149108;86149108;86149108;86149108;86184350;86263011;86263011;86376862;86376862;86376862;86514391;86514391;86514391;86514391;86514391;86514391;86651167;86651167;86651167;86651167;86651167;86651167;86695179;86695179;86695179;86695179;86695179;86695179;86714720;86714720;86714720;86714720;86714720;86714720;86714720;86739882;86739882;86739882;86739882;86739882;86739882;86739882;86742726;86813034;86813004;86813004;86813004;86813004;86813004;86813004;86813277;86813277;86813277;86813277;86813277;86813277;86813277;86814834;86814834;86814834;86814834;86814834;86814834;86814834;86816099;86816099;86816099;86816099;86816099;86816099;86816099;86832602;86827812;86832602;86832574;86832602;86832203;86832604;86832602	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7035	0	0	0	0	0	0
ENSG00000102034	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	130063955;130064874;130069300;130069300;130071040;130071040;130071336;130071336;130072226;130072226;130074049;130074049;130074105;130074581;130074581;130074581;130081256;130081256;130081256;130081437;130110325;130110325;130110620	130067525;130067525;130069677;130069677;130071232;130071232;130071419;130071419;130072417;130072417;130074141;130074141;130074141;130074752;130074752;130074752;130081312;130081539;130081539;130081539;130110361;130110497;130110716	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5237	134	171	100	104	121	38
ENSG00000147202	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	96684712;96684842;96735758;96735758;96738586;96738586;96758154;96758154;96881579;96881579;96912328;96912328;96912483;96912483;96916438;96916438;96918509;96918509;96930733;96930733;96937233;96937233;96939266;96939266;96942018;96942018;96945527;96945527;96948935;96948935;96957828;96957828;96965093;96965093;97072941;97072941;97075167;97075167;97099694;97099694;97114726;97114726;97141665;97141665;97247715;97247715;97348116;97348116;97383909;97383909;97429650;97429650;97469694;97599253	96685190;96685190;96735790;96735790;96738762;96738762;96758258;96758258;96881718;96881718;96912402;96912402;96912552;96912552;96916574;96916574;96918617;96918617;96930843;96930843;96937351;96937351;96939382;96939382;96942136;96942136;96945591;96945591;96949039;96949039;96958148;96958148;96965207;96965207;97073042;97073042;97075261;97075261;97099795;97099795;97114965;97114965;97141794;97141794;97247839;97247839;97348280;97348280;97384044;97384044;97429745;97429745;97469835;97604997	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9475	46	36	43	22	24	10
ENSG00000197565	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	108155607;108155608;108155608;108155608;108155614;108159462;108159462;108159462;108159462;108159462;108160463;108160463;108160463;108160463;108160463;108161619;108161619;108161619;108161619;108161619;108161631;108162892;108162892;108162892;108162892;108162892;108162892;108164600;108164600;108164600;108164600;108164877;108164877;108164877;108164877;108164877;108165370;108165370;108165370;108165370;108165370;108169495;108169495;108169495;108169495;108169495;108169945;108169945;108169945;108170609;108170609;108170609;108170609;108170609;108170810;108170810;108170810;108170810;108170810;108171387;108171387;108171387;108171387;108171387;108172469;108172469;108172469;108172469;108172469;108174440;108174440;108174440;108174440;108174440;108175090;108175090;108175090;108175090;108175090;108175654;108175654;108175654;108175654;108175654;108176841;108176841;108176841;108176841;108176841;108178684;108178684;108178684;108178684;108178684;108179217;108179217;108179217;108179217;108179217;108180515;108180515;108180515;108180515;108180515;108180897;108180897;108180897;108180897;108180897;108183722;108187096;108187096;108187096;108187096;108187096;108187848;108187848;108187848;108187848;108187848;108188517;108188517;108188517;108188517;108188517;108190392;108190392;108190392;108190392;108190392;108191393;108191393;108191393;108191393;108191393;108192473;108192473;108192473;108192473;108192473;108193628;108193628;108193628;108193628;108193628;108194534;108194534;108194534;108194534;108194534;108195082;108195082;108195082;108195082;108195082;108196511;108196511;108196511;108196511;108196511;108202928;108202928;108202928;108202928;108202928;108204320;108204320;108204320;108204320;108204320;108205439;108205439;108205439;108205439;108205439;108205660;108205660;108205660;108205660;108205660;108206518;108206518;108206518;108206518;108206518;108209969;108209969;108209969;108209969;108209969;108211672;108211672;108211672;108211672;108211672;108213792;108214112;108214112;108214112;108214112;108214112;108219698;108219698;108219698;108219698;108219698;108219698;108221240;108221240;108221240;108221240;108221240;108221240;108267642;108267642;108310748;108310748;108310748;108310748;108310748;108310748;108310748;108310748;108437942;108437942;108437942;108437942;108437942;108437942;108437942;108437942;108438186;108438186;108438186;108438186;108438186;108439358;108439358;108439358	108157260;108157260;108157260;108157260;108157260;108159748;108159748;108159748;108159748;108159748;108160654;108160654;108160654;108160654;108160654;108161735;108161735;108161735;108161735;108161735;108161735;108163038;108163038;108163038;108163598;108163038;108163038;108164698;108164698;108164698;108164698;108165038;108165038;108165038;108165038;108165038;108165486;108165486;108165486;108165486;108165486;108169620;108169620;108169620;108169620;108169620;108170016;108170016;108170016;108170716;108170716;108170716;108170716;108170716;108170917;108170917;108170917;108170917;108170917;108171461;108171461;108171461;108171461;108171461;108172532;108172532;108172532;108172532;108172532;108174621;108174621;108174621;108174621;108174621;108175215;108175215;108175215;108175215;108175215;108175797;108175797;108175797;108175797;108175797;108177011;108177011;108177011;108177011;108177011;108178845;108178845;108178845;108178845;108178845;108179438;108179438;108179438;108179438;108179438;108180622;108180622;108180622;108180622;108180622;108180968;108180968;108180968;108180968;108180968;108183772;108187279;108187279;108187279;108187279;108187279;108188027;108188027;108188027;108188027;108188027;108188677;108188677;108188677;108188677;108188677;108190496;108190496;108190496;108190496;108190496;108191533;108191533;108191533;108191533;108191533;108192580;108192580;108192580;108192580;108192580;108193697;108193697;108193697;108193697;108193697;108194587;108194587;108194587;108194587;108194587;108195126;108195126;108195126;108195126;108195126;108196579;108196579;108196579;108196579;108196579;108202981;108202981;108202981;108202981;108202981;108204412;108204412;108204412;108204412;108204412;108205480;108205480;108205480;108205480;108205480;108205695;108205695;108205695;108205695;108205695;108206580;108206580;108206580;108206580;108206580;108210004;108210004;108210004;108210004;108210004;108211740;108211740;108211740;108211740;108211740;108214228;108214228;108214228;108214228;108214228;108214228;108219742;108219742;108219742;108219742;108219742;108219742;108221374;108221374;108221374;108221374;108221374;108221374;108269152;108269152;108310828;108310828;108310828;108310828;108310828;108310828;108310828;108310828;108437993;108437993;108437993;108437993;108437993;108437993;108437993;108437993;108438430;108438430;108438430;108438430;108438422;108439497;108439472;108439472	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9282	2	0	0	0	2	0
ENSG00000123594	X	13318647	13320053	-	1407	0	0	0	0	0	0
ENSG00000205642	X;X;X	8464830;8465305;8465745	8464990;8465552;8466510	+;+;+	1175	0	0	0	0	0	0
